sampleNumber,m_r,m_g,m_b,n_x,n_y,n_z,l_x,l_y,l_z,i_d,d_r,d_g,d_b,i_a,a_r,a_g,a_b,v_r,v_g,v_b
885,0.754652,0.238510,0.532072,-0.104089,0.027512,-0.994187,-0.499036,-0.113886,-0.859065,4.082343,0.104214,0.693635,0.134110,0.750917,0.037261,0.833237,0.186571,0.400000,0.494118,0.450980
886,0.935473,0.426350,0.630512,-0.214319,-0.024848,-0.976448,0.129267,-0.120916,-0.984210,0.105083,0.313142,0.111917,0.439284,0.004012,0.041766,0.481627,0.768852,0.223529,0.156863,0.239216
887,0.560385,0.599541,0.441905,0.002243,-0.074499,-0.997219,0.687426,0.303701,-0.659706,1.644904,0.343931,0.783061,0.470035,0.301116,0.552068,0.513025,0.545314,0.494118,0.580392,0.450980
888,0.546115,0.655929,0.429878,0.114945,0.036386,-0.992705,0.775549,-0.138771,-0.615847,10.432540,0.553274,0.328140,0.810130,0.188663,0.643096,0.536515,0.829099,0.662745,0.592157,0.698039
889,0.599947,0.042208,0.499485,-0.443063,0.479324,-0.757591,-0.332218,-0.372069,-0.866715,5.585731,0.185924,0.574614,0.653439,0.253390,0.760075,0.509456,0.014439,0.529412,0.207843,0.560784
890,0.182123,0.745833,0.672013,0.011940,-0.078562,-0.996838,-0.153482,-0.792753,-0.589904,0.559003,0.872107,0.967299,0.342723,0.703842,0.057308,0.499246,0.487223,0.254902,0.690196,0.619608
891,0.341948,0.571947,0.169805,0.317968,0.752518,-0.576726,-0.625441,-0.060554,-0.777918,38.020000,0.244638,0.593712,0.343269,0.237806,0.311400,0.857506,0.545701,0.384314,0.717647,0.325490
892,0.070850,0.534609,0.213449,-0.300629,-0.420455,-0.856061,-0.299447,0.538335,-0.787736,11.284780,0.606029,0.489040,0.507385,0.171153,0.373985,0.316835,0.460652,0.270588,0.584314,0.384314
893,0.684773,0.932361,0.408323,0.526384,0.329860,-0.783653,-0.436781,-0.613901,-0.657532,25.817820,0.581076,0.256810,0.191142,1.294845,0.637776,0.017125,0.703960,0.788235,0.482353,0.600000
894,0.619237,0.764875,0.903236,0.052830,0.109016,-0.992635,0.008073,-0.085345,-0.996319,3.215448,0.508997,0.865391,0.036734,0.036032,0.717444,0.498216,0.165923,0.549020,0.780392,0.301961
895,0.965588,0.191367,0.944991,-0.426582,0.603399,-0.673750,-0.161972,-0.666377,-0.727810,10.862370,0.435112,0.676573,0.343217,0.801346,0.504313,0.190734,0.865484,0.796079,0.345098,0.862745
896,0.755610,0.723190,0.961741,0.065288,0.086271,-0.994130,0.406746,-0.368509,-0.835918,5.826358,0.862451,0.307061,0.346651,0.028157,0.200364,0.341570,0.544270,0.847059,0.509804,0.627451
897,0.721948,0.304443,0.564823,0.287171,-0.051842,-0.956475,-0.187715,0.004877,-0.982211,1.704323,0.014214,0.912226,0.043038,0.143883,0.368907,0.168666,0.462764,0.415686,0.435294,0.384314
898,0.161156,0.087545,0.880916,0.017895,0.127501,-0.991677,-0.375634,-0.659377,-0.651246,0.922383,0.812216,0.069562,0.118431,0.556940,0.227615,0.626534,0.571455,0.282353,0.243137,0.690196
899,0.101899,0.773804,0.635042,0.579467,-0.478191,-0.659963,-0.077660,0.034787,-0.996373,63.382920,0.216242,0.296682,0.096654,0.348647,0.498457,0.971352,0.313967,0.301961,0.874510,0.533333
900,0.580031,0.962829,0.400933,-0.715116,-0.045441,-0.697527,-0.505334,-0.668640,-0.545489,1.998925,0.979410,0.788699,0.040562,0.084448,0.317458,0.394647,0.972443,0.619608,0.729412,0.341177
901,0.811952,0.700827,0.072556,0.439924,0.216766,-0.871481,-0.689504,-0.027398,-0.723764,0.361055,0.206857,0.804204,0.908678,0.073139,0.396670,0.156180,0.632680,0.388235,0.368628,0.164706
902,0.705060,0.266078,0.966988,-0.245171,0.035307,-0.968837,-0.392398,0.398815,-0.828837,2.574260,0.472159,0.608069,0.416405,1.342831,0.494500,0.269068,0.114090,0.760784,0.447059,0.694118
903,0.489875,0.144788,0.204743,0.301714,-0.474827,-0.826746,0.079339,-0.700145,-0.709579,0.573814,0.914777,0.282559,0.679911,0.011485,0.916850,0.117648,0.525110,0.435294,0.149020,0.239216
904,0.205209,0.202115,0.878202,-0.283139,-0.767828,-0.574694,0.248209,-0.209124,-0.945865,2.705054,0.785491,0.733548,0.565848,0.024025,0.479920,0.946520,0.342359,0.345098,0.333333,0.596079
905,0.664030,0.213830,0.409215,-0.058357,-0.185731,-0.980866,-0.139568,-0.160907,-0.977052,1.716811,0.227440,0.605506,0.480546,0.042634,0.058591,0.835993,0.978352,0.333333,0.313726,0.396079
906,0.406438,0.642490,0.930148,-0.639992,0.243315,-0.728840,0.087138,0.746157,-0.660044,10.911540,0.438491,0.232104,0.493601,0.189479,0.637320,0.913707,0.868802,0.513726,0.564706,0.819608
907,0.767912,0.628294,0.079405,0.765551,0.332830,-0.550596,0.232426,0.038444,-0.971854,4.409978,0.201135,0.842303,0.100120,0.722978,0.807236,0.174026,0.491688,0.749020,0.725490,0.258824
908,0.566173,0.466340,0.493107,-0.364097,-0.282994,-0.887327,0.225547,-0.467536,-0.854715,3.596552,0.214644,0.709688,0.019180,1.756657,0.192144,0.755631,0.315642,0.572549,0.741177,0.580392
909,0.102640,0.522106,0.733909,-0.718124,-0.027045,-0.695389,0.177588,0.207382,-0.962006,1.463798,0.692376,0.775543,0.907868,0.647846,0.116971,0.445452,0.795456,0.219608,0.568628,0.752941
910,0.431335,0.358812,0.948523,0.010075,-0.048519,-0.998771,0.473053,-0.046831,-0.879789,0.910037,0.746180,0.492003,0.636253,0.201783,0.249623,0.145902,0.834691,0.427451,0.321569,0.686275
911,0.705014,0.399228,0.780356,0.505701,-0.054629,-0.860977,0.044840,0.172877,-0.983922,3.898740,0.057416,0.183552,0.687629,1.520387,0.149220,0.637182,0.023624,0.576471,0.607843,0.717647
912,0.349657,0.105653,0.776349,0.403930,-0.401340,-0.822051,-0.120645,-0.009857,-0.992647,1.864677,0.918365,0.753811,0.427634,0.397193,0.925983,0.045666,0.318266,0.533333,0.243137,0.580392
913,0.022014,0.057257,0.397834,-0.508606,-0.312088,-0.802447,-0.381015,-0.699158,-0.604985,9.389399,0.026652,0.635930,0.680216,0.015398,0.351569,0.928416,0.808181,0.141177,0.274510,0.619608
914,0.249129,0.826833,0.381702,-0.204142,0.105052,-0.973288,-0.312766,-0.089652,-0.945590,0.445776,0.545922,0.091039,0.915509,0.372521,0.287735,0.252077,0.326174,0.305882,0.509804,0.427451
915,0.460650,0.331845,0.718950,0.011594,0.231324,-0.972808,-0.395546,0.462559,-0.793463,1.247603,0.064291,0.412296,0.279191,1.187769,0.537563,0.000761,0.089302,0.584314,0.274510,0.501961
916,0.781727,0.050597,0.566939,0.347531,0.176977,-0.920816,-0.463035,0.065489,-0.883917,1.234313,0.143813,0.063431,0.807970,0.829164,0.231975,0.027802,0.383090,0.584314,0.145098,0.607843
917,0.245213,0.313654,0.545181,0.061765,0.037398,-0.997390,0.092445,-0.362209,-0.927501,1.544205,0.998303,0.925054,0.204371,1.619169,0.344395,0.018329,0.467678,0.486275,0.439216,0.666667
918,0.052763,0.227939,0.072251,-0.054918,0.072315,-0.995869,-0.759395,0.287357,-0.583734,22.029060,0.002227,0.649504,0.129952,0.303461,0.054214,0.684287,0.872324,0.141177,0.545098,0.223529
919,0.125860,0.839332,0.944650,0.124337,-0.485809,-0.865177,0.464868,0.299911,-0.833037,6.996377,0.090723,0.153346,0.755381,0.359288,0.505119,0.380938,0.609886,0.243137,0.584314,0.921569
920,0.314862,0.344070,0.181855,-0.520916,0.480317,-0.705650,0.707595,-0.426060,-0.563722,Infinity,0.269266,0.838141,0.646081,0.025161,0.322910,0.922533,0.681471,0.227451,0.560784,0.882353
921,0.403760,0.233787,0.580472,-0.307825,-0.588825,-0.747348,-0.416420,0.244581,-0.875657,6.776575,0.427581,0.562595,0.071231,1.113992,0.766377,0.822410,0.480511,0.623529,0.505882,0.635294
922,0.099850,0.339669,0.825262,0.041312,0.583498,-0.811063,0.850436,-0.001915,-0.526075,6.944437,0.444304,0.608486,0.052689,3.253247,0.112670,0.218931,0.081368,0.290196,0.564706,0.639216
923,0.586848,0.962388,0.873422,-0.126067,-0.559683,-0.819062,0.000825,-0.011444,-0.999934,10.733970,0.131811,0.370145,0.653684,0.298323,0.374735,0.484758,0.034811,0.478431,0.788235,0.913726
924,0.261249,0.959741,0.291120,-0.023045,0.520056,-0.853821,-0.124039,0.250491,-0.960140,0.154108,0.240572,0.049296,0.946384,0.548122,0.889796,0.745443,0.660817,0.423529,0.764706,0.423529
925,0.651748,0.827080,0.904975,0.349766,0.523185,-0.777136,0.224505,-0.829587,-0.511256,3.688864,0.895958,0.980360,0.804559,0.272740,0.096633,0.560775,0.966032,0.403922,0.603922,0.686275
926,0.388273,0.588143,0.289984,-0.021947,0.791999,-0.610128,0.528997,0.616196,-0.583494,16.371770,0.366341,0.306292,0.395460,0.246941,0.103507,0.754724,0.713709,0.513726,0.635294,0.490196
927,0.326864,0.605532,0.242759,-0.304134,0.475368,-0.825547,-0.412649,-0.125081,-0.902261,81.305050,0.262691,0.077202,0.041820,0.322492,0.470206,0.912144,0.655687,0.588235,0.615686,0.352941
928,0.452390,0.568867,0.199785,0.376991,0.693103,-0.614399,0.542363,-0.040581,-0.839164,5.788839,0.194608,0.261226,0.184151,0.608438,0.049492,0.759474,0.999919,0.349020,0.623529,0.400000
929,0.068328,0.063084,0.274965,-0.420211,-0.718985,-0.553610,-0.279599,-0.555640,-0.782999,2.718916,0.833697,0.580770,0.254031,0.140079,0.274971,0.105840,0.845481,0.254902,0.200000,0.333333
930,0.168323,0.651049,0.904994,-0.560104,-0.261458,-0.786081,0.772556,-0.123997,-0.622722,5.516342,0.807856,0.134734,0.980785,0.256015,0.018342,0.844419,0.826505,0.231373,0.545098,0.725490
931,0.189632,0.616652,0.828860,0.112157,-0.281782,-0.952901,-0.434074,-0.012388,-0.900792,3.408131,0.886487,0.550005,0.246737,2.389180,0.296135,0.154416,0.299550,0.462745,0.666667,0.811765
932,0.726045,0.668622,0.597861,0.040660,0.321394,-0.946072,0.685728,-0.232739,-0.689645,0.519609,0.737481,0.302588,0.498690,0.370060,0.384373,0.838989,0.195567,0.560784,0.600000,0.427451
933,0.799581,0.420747,0.308471,0.566856,0.225706,-0.792295,0.385198,0.537720,-0.749986,49.774640,0.227637,0.167900,0.184831,0.047458,0.237051,0.327365,0.980106,0.772549,0.498039,0.447059
934,0.652522,0.327150,0.452808,0.266475,-0.582614,-0.767823,-0.347938,-0.406932,-0.844598,13.181110,0.568470,0.326879,0.445597,0.366827,0.814316,0.177293,0.525233,0.807843,0.435294,0.600000
935,0.019520,0.902404,0.309590,0.275858,-0.663079,-0.695865,0.051934,-0.189021,-0.980599,0.403605,0.502627,0.838890,0.594410,0.543775,0.840160,0.571183,0.942344,0.207843,0.733333,0.466667
936,0.917272,0.044978,0.707497,0.335756,-0.407707,-0.849143,-0.398396,-0.523940,-0.752839,17.756980,0.258577,0.549754,0.485774,0.134680,0.883095,0.224923,0.194485,0.721569,0.266667,0.764706
937,0.660348,0.942755,0.436210,-0.632549,-0.371388,-0.679672,-0.471071,-0.329448,-0.818264,3.773617,0.052279,0.923735,0.609372,0.286035,0.479990,0.371734,0.662038,0.498039,0.945098,0.560784
938,0.900023,0.520061,0.087646,0.005159,0.000313,-0.999987,-0.229672,0.245916,-0.941688,0.312156,0.253648,0.852046,0.688881,0.151399,0.896279,0.936508,0.074187,0.580392,0.478431,0.156863
939,0.438212,0.638169,0.342727,0.086471,-0.601199,-0.794407,0.547200,0.507122,-0.665883,1.186688,0.187254,0.040620,0.446202,0.088937,0.303636,0.446691,0.877237,0.278431,0.360784,0.325490
940,0.344645,0.984459,0.472731,0.419046,0.559616,-0.715004,0.619722,-0.541775,-0.567825,7.696098,0.056334,0.305057,0.015490,0.533135,0.628186,0.767850,0.124663,0.443137,0.803922,0.352941
941,0.950926,0.542517,0.840529,0.471622,-0.165754,-0.866082,0.563612,0.506814,-0.652290,5.847878,0.509109,0.295897,0.151510,0.653368,0.230353,0.422963,0.301666,0.780392,0.560784,0.623529
942,0.330898,0.365924,0.213511,0.409075,0.646926,-0.643541,-0.000547,0.579796,-0.814762,4.227619,0.155097,0.300881,0.578702,1.887524,0.443976,0.974624,0.022310,0.537255,0.674510,0.364706
943,0.091310,0.939557,0.361111,0.147625,-0.366182,-0.918759,-0.094592,0.564417,-0.820053,0.085163,0.952040,0.659370,0.228084,0.005731,0.908689,0.527452,0.367316,0.145098,0.309804,0.149020
944,0.618664,0.359824,0.608923,0.549557,-0.572644,-0.608331,-0.266898,-0.651626,-0.710034,2.664727,0.246555,0.620092,0.400597,0.006692,0.211912,0.080748,0.815141,0.333333,0.396079,0.415686
945,0.649391,0.090846,0.302158,-0.589850,-0.083724,-0.803161,-0.253877,-0.396210,-0.882363,1.754764,0.807701,0.756782,0.377923,1.115091,0.027696,0.637150,0.145058,0.603922,0.317647,0.372549
946,0.437416,0.902820,0.225749,-0.113998,-0.817888,-0.563972,0.119804,0.230772,-0.965604,4.942345,0.876745,0.740787,0.448236,0.042340,0.614834,0.612967,0.621573,0.525490,0.694118,0.282353
947,0.648898,0.035524,0.524797,-0.112271,0.101430,-0.988487,-0.017772,-0.042530,-0.998937,5.253211,0.809622,0.490544,0.242141,0.619999,0.806851,0.642044,0.333101,0.847059,0.215686,0.517647
948,0.773313,0.680870,0.159720,0.062962,-0.040576,-0.997191,-0.183927,-0.276564,-0.943230,9.642604,0.517663,0.404225,0.509809,0.438535,0.949336,0.705061,0.862799,0.854902,0.729412,0.400000
949,0.834309,0.692978,0.884178,-0.113265,0.186753,-0.975856,-0.279518,-0.660661,-0.696704,8.562122,0.749887,0.337175,0.830620,0.119963,0.527037,0.030194,0.003885,0.850981,0.521569,0.905882
950,0.521678,0.806482,0.406706,-0.031406,-0.050727,-0.998219,-0.210177,-0.605049,-0.767947,1.875331,0.294255,0.053289,0.085099,0.002487,0.511098,0.101691,0.088863,0.313726,0.200000,0.164706
951,0.400455,0.597974,0.545395,-0.296310,0.286966,-0.910962,-0.055369,0.328777,-0.942783,0.394387,0.939420,0.900405,0.374312,0.326715,0.916738,0.334287,0.636729,0.494118,0.517647,0.501961
952,0.900909,0.794432,0.457239,-0.065046,0.033574,-0.997317,-0.210358,-0.320371,-0.923641,1.478203,0.829764,0.962518,0.378227,0.060912,0.276977,0.000504,0.171336,0.694118,0.694118,0.337255
953,0.707176,0.939111,0.401636,-0.131289,-0.828693,-0.544088,0.002180,0.010245,-0.999945,5.031113,0.355166,0.945112,0.781614,0.537394,0.949601,0.908207,0.602106,0.717647,0.972549,0.580392
954,0.597152,0.002197,0.799883,-0.169379,-0.439734,-0.882012,-0.008834,0.259814,-0.965618,6.266098,0.491826,0.617422,0.383378,0.344412,0.508633,0.546783,0.819915,0.627451,0.149020,0.717647
955,0.901728,0.774612,0.262552,0.181842,0.433753,-0.882492,0.437972,0.405003,-0.802591,2.347709,0.556955,0.682683,0.693003,0.865392,0.425567,0.380391,0.470551,0.796079,0.760784,0.458824
956,0.585838,0.255523,0.417323,-0.542741,0.513360,-0.664751,-0.216968,0.395117,-0.892641,3.275070,0.536038,0.849483,0.979902,0.085929,0.385454,0.748700,0.482586,0.545098,0.454902,0.607843
957,0.509036,0.205858,0.545477,0.545645,0.107440,-0.831101,0.068667,0.302660,-0.950622,4.941012,0.021266,0.700367,0.295843,1.331726,0.983933,0.015408,0.855047,0.721569,0.396079,0.733333
958,0.133219,0.269222,0.360791,-0.155716,-0.472475,-0.867479,0.280686,-0.802696,-0.526208,0.093950,0.955433,0.261143,0.128876,0.034285,0.687191,0.272398,0.031465,0.168628,0.164706,0.141177
959,0.013934,0.824909,0.690898,0.522569,0.092948,-0.847516,-0.224385,0.119433,-0.967154,0.279598,0.100992,0.003672,0.988063,0.685954,0.195200,0.929843,0.452437,0.149020,0.784314,0.631373
960,0.388575,0.258639,0.998230,-0.050131,-0.500741,-0.864144,0.121455,0.479423,-0.869139,4.497541,0.158556,0.080330,0.903533,0.591787,0.968232,0.961958,0.279227,0.533333,0.435294,0.890196
961,0.577138,0.312638,0.455196,0.701286,0.354653,-0.618401,-0.793325,-0.135022,-0.593636,Infinity,0.127298,0.569649,0.130778,2.007418,0.334989,0.532683,0.683129,0.509804,0.415686,0.854902
962,0.190601,0.538573,0.113975,0.326529,-0.254780,-0.910201,0.533223,-0.660259,-0.528896,1.957293,0.158642,0.172330,0.886407,0.939079,0.009051,0.133979,0.868624,0.164706,0.447059,0.364706
963,0.862298,0.078288,0.978888,0.272758,0.422793,-0.864205,0.721216,-0.318822,-0.614980,0.008629,0.915197,0.234234,0.128514,0.037796,0.747382,0.647912,0.917974,0.396079,0.149020,0.435294
964,0.557461,0.171824,0.066010,-0.541844,0.604545,-0.583892,0.489250,-0.134068,-0.861778,6.178090,0.332268,0.347413,0.943230,1.879183,0.756346,0.642480,0.210122,0.776471,0.443137,0.274510
965,0.565166,0.606636,0.022097,0.416046,0.199460,-0.887199,0.317043,-0.080820,-0.944962,87.041340,0.238638,0.054164,0.243997,0.752787,0.382115,0.784082,0.474354,0.792157,0.690196,0.239216
966,0.438235,0.774976,0.674280,0.227932,0.146121,-0.962650,-0.058617,-0.018140,-0.998116,1.652001,0.006707,0.506877,0.240718,0.784696,0.904041,0.708113,0.984726,0.584314,0.764706,0.737255
967,0.565756,0.040798,0.203610,0.319114,-0.582139,-0.747851,-0.635061,0.521757,-0.569621,Infinity,0.923803,0.166643,0.234400,1.292262,0.641348,0.871850,0.722866,0.564706,0.737255,0.713726
968,0.863261,0.672214,0.771708,0.497310,0.299388,-0.814278,0.092971,-0.462015,-0.881986,3.009341,0.008150,0.730925,0.200606,1.442659,0.435510,0.533150,0.528642,0.800000,0.792157,0.792157
969,0.074195,0.520627,0.336664,-0.065574,0.049734,-0.996608,-0.314297,0.401455,-0.860262,17.594910,0.231644,0.162047,0.037776,2.314960,0.338057,0.374685,0.022785,0.301961,0.686275,0.294118
970,0.390650,0.795113,0.872538,0.162482,0.013919,-0.986613,0.428020,-0.409108,-0.805872,1.333698,0.233903,0.279819,0.770721,0.946913,0.690458,0.013761,0.081087,0.545098,0.400000,0.666667
971,0.554416,0.523042,0.341230,-0.065338,-0.659348,-0.748994,-0.445768,0.001125,-0.895148,0.676091,0.748703,0.889959,0.653925,2.634583,0.404415,0.537405,0.370397,0.733333,0.760784,0.564706
972,0.984985,0.452340,0.299327,0.118824,-0.017273,-0.992765,-0.095069,0.363006,-0.926924,0.088630,0.573367,0.427819,0.661396,0.042710,0.585311,0.654508,0.276341,0.435294,0.286275,0.203922
973,0.430605,0.875706,0.105978,0.443522,0.005803,-0.896245,-0.743624,0.270675,-0.611357,50.041580,0.333533,0.102742,0.390681,0.208122,0.378006,0.163349,0.247683,0.505882,0.486275,0.278431
974,0.994316,0.890595,0.312860,0.285941,0.140402,-0.947906,-0.539011,-0.297633,-0.787960,0.788471,0.675638,0.858482,0.836956,1.226530,0.868682,0.161503,0.050026,0.976471,0.686275,0.349020
975,0.280515,0.915164,0.787141,0.014549,0.003874,-0.999887,-0.784615,0.144484,-0.602913,4.910236,0.126120,0.467748,0.641955,0.030390,0.650174,0.978227,0.393239,0.223529,0.635294,0.670588
976,0.361783,0.946391,0.026111,0.019885,0.022129,-0.999557,0.187267,0.718808,-0.669511,1.455465,0.689704,0.964063,0.136908,1.560181,0.612777,0.045101,0.238979,0.592157,0.741177,0.184314
977,0.661076,0.377939,0.710461,-0.626050,0.440690,-0.643315,0.197979,0.476701,-0.856482,1.482860,0.617106,0.692677,0.382555,0.039157,0.703261,0.815916,0.310433,0.486275,0.388235,0.400000
978,0.620810,0.578179,0.890306,-0.379463,-0.469185,-0.797417,0.064883,0.363910,-0.929172,1.194335,0.061682,0.696237,0.014423,0.020076,0.853674,0.746865,0.296487,0.294118,0.435294,0.278431
979,0.460874,0.585384,0.401223,0.262870,0.221961,-0.938953,0.112693,0.105918,-0.987969,0.250590,0.876448,0.973538,0.032975,0.013033,0.249157,0.301854,0.241017,0.337255,0.403922,0.156863
980,0.409027,0.148245,0.495384,-0.217635,0.049961,-0.974751,0.192974,0.281572,-0.939935,5.651557,0.055603,0.804599,0.321098,0.855918,0.758333,0.603371,0.450958,0.556863,0.427451,0.580392
981,0.025771,0.894122,0.193684,-0.160337,0.108954,-0.981031,-0.785049,-0.008756,-0.619372,4.185157,0.401996,0.449869,0.155895,0.616600,0.665387,0.294210,0.135174,0.192157,0.713726,0.254902
982,0.233839,0.475232,0.649267,0.046749,-0.773033,-0.632641,0.290949,-0.607504,-0.739113,14.384590,0.021019,0.472564,0.431319,0.232544,0.431104,0.976941,0.584215,0.278431,0.670588,0.729412
983,0.210892,0.796942,0.794756,0.671296,0.173392,-0.720623,0.423847,0.394697,-0.815211,1.776883,0.389304,0.244418,0.749455,2.344908,0.307616,0.351477,0.236869,0.431373,0.823530,0.811765
984,0.441765,0.846827,0.523611,-0.768755,0.079247,-0.634615,0.057825,-0.584271,-0.809496,0.738437,0.896882,0.700414,0.260787,0.060427,0.048637,0.852717,0.350890,0.356863,0.517647,0.298039
985,0.196676,0.642255,0.634212,-0.030148,0.037133,-0.998856,-0.804483,-0.315368,-0.503339,7.526692,0.691475,0.025593,0.278610,4.214308,0.009584,0.069955,0.321053,0.384314,0.580392,0.823530
986,0.348398,0.873675,0.721261,-0.346051,0.455267,-0.820354,0.342453,0.167924,-0.924406,0.335479,0.956513,0.314372,0.521855,0.269041,0.060772,0.918949,0.375690,0.317647,0.654902,0.498039
987,0.179343,0.058869,0.810463,-0.375874,0.492441,-0.784997,0.710295,-0.233718,-0.663971,104.871400,0.124523,0.006093,0.265316,1.296496,0.396784,0.544240,0.259370,0.368628,0.258824,0.764706
988,0.784678,0.208397,0.545762,0.066146,-0.032841,-0.997269,-0.773278,-0.384467,-0.504209,2.044846,0.732940,0.951254,0.854321,0.877105,0.772925,0.113763,0.544322,0.811765,0.356863,0.647059
989,0.161235,0.204706,0.444051,0.029300,0.339392,-0.940189,0.696510,-0.059582,-0.715070,16.459850,0.072119,0.340611,0.301332,1.434840,0.923649,0.937469,0.178075,0.431373,0.501961,0.541177
990,0.638157,0.687113,0.105183,-0.080620,-0.152413,-0.985023,0.132448,0.371862,-0.918791,10.966690,0.076651,0.699649,0.593023,0.528409,0.361481,0.689781,0.430261,0.537255,0.890196,0.349020
991,0.493059,0.939797,0.912494,-0.182351,0.244989,-0.952223,-0.149317,-0.123389,-0.981060,0.862348,0.565109,0.150057,0.326745,0.004276,0.047539,0.063844,0.623421,0.364706,0.274510,0.388235
992,0.056939,0.053477,0.384433,0.295457,-0.041694,-0.954446,-0.057878,0.652679,-0.755420,0.256980,0.648820,0.179102,0.777990,0.455067,0.165454,0.665294,0.396415,0.160784,0.196078,0.411765
993,0.824000,0.658385,0.750478,0.288494,-0.122909,-0.949560,0.003708,0.005741,-0.999977,0.846182,0.813114,0.888993,0.606897,0.242900,0.897192,0.165603,0.773348,0.698039,0.560784,0.615686
